ImageId,EncodedPixels
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,145138 7 145653 13 146170 17 146682 27 147198 32 147717 34 148237 35 148755 37 149275 37 149794 37 150314 36 150835 34 151355 32 151880 25 152407 11
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,104558 2 105078 3 105599 1
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,173215 1 173732 6 174250 10 174770 10 175290 10 175809 12 176329 10 176849 9 177369 9 177887 10 178405 12 178923 14 179442 14 179961 14 180483 10
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,133165 7 133684 9 134203 10 134722 12 135242 12 135762 12 136282 12 136802 12 137322 11 137842 10 138365 5
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,67656 8 68173 13 68693 13 69212 14 69731 15 70253 11
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,132667 6 133185 9 133704 10 134223 12 134742 13 135262 13 135782 13 136302 13 136822 12 137342 12 137861 13 138380 13 138899 14 139419 14 139939 13 140459 12 140979 12 141499 11 142020 10 142541 8 143062 6 143582 4 144103 2
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,85347 6 85867 6 86387 6 86907 5
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,55191 11 55710 13 56230 15 56750 17 57269 19 57789 20 58309 20 58829 21 59349 21 59869 21 60389 21 60910 20 61430 21 61950 21 62470 21 62991 20 63513 17 64034 16 64555 15 65077 11 65599 8 66121 4
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,158672 6 159191 8 159710 11 160230 12 160749 14 161269 15 161789 17 162309 20 162830 22 163350 23 163870 24 164390 25 164910 26 165431 27 165952 26 166474 24 167004 14 167525 13 168047 10 168569 5
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,128518 3 129036 6 129556 6 130078 4 130599 2
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,135803 6 136321 10 136841 11 137359 15 137879 16 138399 17 138919 17 139439 17 139959 16 140479 16 141000 13 141521 10 142042 8 142564 5
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,35448 1 35967 7 35999 13 36486 8 36517 18 37005 9 37036 21 37524 10 37555 23 38044 10 38075 24 38564 10 38595 24 39084 9 39115 25 39605 7 39635 25 40126 4 40155 26 40645 6 40675 26 41165 7 41195 26 41685 8 41715 25 42203 14 42235 25 42723 19 42754 26 43242 21 43274 25 43762 23 43794 25 44282 25 44314 25 44802 26 44834 24 45322 54 45842 53 46362 53 46882 53 47402 53 47922 42 47966 9 48442 40 48490 5 48963 38 49011 3 49485 35 49532 1 50006 34 50528 31 51063 16 51585 14 52108 11 52630 9 53151 8 53671 8 54191 8 54712 6 55232 6 55753 4 56275 2
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,89021 4 89538 9 90057 11 90574 16 91092 19 91611 22 92130 24 92650 25 93168 27 93687 28 94206 29 94726 29 95246 29 95766 29 96286 30 96806 31 97328 16 97345 14 97876 8 98396 10 98917 9 99437 10 99958 9 100478 8 100999 7
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,149851 3 150368 10 150887 12 151407 15 151926 17 152446 17 152966 17 153486 17 154006 17 154033 8 154526 18 154551 12 155046 18 155070 14 155567 17 155586 20 156087 17 156105 22 156608 39 157130 37 157651 9 157662 26 158182 26 158702 27 159222 27 159742 28 160262 29 160782 28 161302 28 161822 28 162342 27 162862 26 163382 25 163902 24 164422 22 164943 19 165465 15 165987 11 166509 6
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,70811 14 71330 17 71850 18 72370 20 72890 21 73410 22 73930 23 74450 24 74970 24 75490 25 76011 24 76531 24 77052 23 77573 22 78094 21 78614 21 79134 21 79654 21 80175 18 80696 15 81218 12 81740 8
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,21936 6 22453 12 22971 16 23491 16 24011 18 24531 19 25051 19 25571 20 26091 20 26611 20 27132 19 27652 18 28173 17 28694 15 29214 15 29735 13 30255 13 30775 14 31296 14 31817 13 32338 12 32858 12 33378 13 33898 13 34418 13 34938 12 35458 12 35978 12 36500 7
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,55736 3 56255 7 56774 9 57294 10 57815 11 58336 11 58352 3 58857 20 59377 21 59897 21 60417 21 60937 21 61457 21 61977 21 62496 22 63017 21 63538 20 64058 19 64579 17 65110 4
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,126991 8 127504 19 128023 21 128542 23 129060 26 129579 27 130099 27 130619 27 131139 27 131659 26 132179 25 132701 21 133223 16 133744 12
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,172747 11 173266 13 173784 15 174303 17 174823 17 175343 17 175863 17 176383 17 176903 18 177423 18 177943 19 178462 22 178982 23 179502 21 180022 20 180544 10
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,14166 8 14683 12 15202 13 15719 17 16238 18 16756 19 17275 20 17795 20 18314 21 18834 21 19354 21 19874 21 20394 21 20914 20 21434 19 21955 17 22475 16 22996 14 23518 11 24040 7
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,25083 3 25601 8 26120 12 26639 15 27159 15 27678 17 28199 16 28719 16 29239 16 29759 16 30279 16 30799 16 31319 15 31839 14 32360 12 32880 8
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,118683 2 119200 7 119719 9 120239 11 120759 11 121279 11 121800 9 122320 8 122844 2
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,140527 3 141046 6 141564 9 142084 10 142603 12 143123 12 143643 12 144161 14 144680 15 145199 16 145719 16 146239 16 146759 16 147279 15 147799 15 148320 14 148842 12 149363 10 149884 9 150406 6
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,73973 10 74492 13 75010 17 75528 20 76048 21 76567 24 77086 25 77606 25 78124 28 78644 28 79163 30 79683 32 80203 32 80723 32 81243 32 81764 31 82285 29 82806 27 83328 23 83853 17 84375 13
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,104656 8 105175 11 105695 13 106215 15 106735 16 107255 16 107775 17 108294 18 108810 22 109326 26 109846 26 110366 26 110886 26 111407 25 111927 25 112447 25 112967 25 113487 26 114008 24 114529 23 115050 21 115572 19 116097 13 116619 9 117141 5
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,88035 3 88060 7 88552 7 88579 8 89071 11 89097 11 89589 14 89616 12 90108 15 90136 13 90628 15 90656 13 91147 16 91176 14 91667 16 91696 14 92174 5 92186 17 92216 14 92692 31 92736 13 93211 32 93256 12 93731 32 93776 11 94251 32 94297 9 94771 33 94819 6 95291 17 95310 14 95341 2 95811 17 95831 14 95860 4 96332 15 96351 17 96380 4 96853 14 96871 19 96899 6 97374 14 97391 21 97417 10 97895 38 97934 14 98416 52 98936 52 99457 51 99978 50 100500 8 100511 36 101021 4 101033 34 101554 32 102075 28 102596 26 103118 18 103639 14 104160 12 104685 1
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,164993 1 165508 11 166027 14 166547 15 167065 18 167584 20 168104 21 168623 23 169143 24 169663 24 170182 25 170702 25 171222 24 171742 24 172262 23 172782 23 173302 23 173822 27 173851 3 174342 34 174861 37 175376 43 175894 46 176414 46 176933 17 176957 23 177453 17 177478 22 177973 19 177998 21 178494 21 178518 21 179014 23 179038 20 179536 21 179558 18 180058 19 180078 15 180581 13 180605 1
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,62017 2 62027 3 62535 16 63054 18 63574 20 64094 21 64615 20 65135 21 65656 21 66176 22 66695 24 67215 24 67735 24 68255 24 68776 23 69298 21 69819 20 70340 18 70862 16 71384 13 71910 4
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,139 23 657 26 1178 25 1699 24 2219 23 2739 21 3260 19 3781 17 4302 14 4824 11 5346 6
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,124423 3 124940 7 125460 9 125979 12 126499 13 127019 14 127049 3 127539 19 127566 9 128059 21 128083 13 128579 38 129099 39 129619 40 130140 39 130660 39 131181 37 131702 33 132223 31 132745 19 133268 14 133789 12 134312 10 134835 7 135355 11 135875 13 136395 14 136915 14 137435 15 137955 15 138475 14 138995 14 139514 14 140032 16 140550 18 141069 20 141588 21 142107 22 142626 23 143145 24 143665 24 144184 24 144704 24 145224 23 145744 21 146264 20 146786 16 147307 10 147829 6
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,59952 2
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,8485 10 9003 14 9523 15 10042 17 10562 18 11081 19 11600 21 12120 21 12640 23 13160 24 13680 25 14199 28 14719 29 15239 29 15759 29 16279 30 16799 30 17319 31 17838 31 18357 32 18876 32 19397 31 19917 31 20438 29 20960 25 21483 10 22005 7
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,26677 5 27196 7 27716 7 28236 6
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,39680 6 40199 9 40718 10 41237 12 41757 12 42277 11 42797 11 43317 11 43839 8 44360 5
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,107805 6 108325 7 108845 7 109366 6 109888 2
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,26697 2 27212 19 27732 20 28252 20 28772 21 29292 22 29812 23 30332 23 30852 24 31373 23 31894 22 32414 22 32935 21 33455 21 33975 21 34495 21 35015 23 35535 24 36056 24 36576 24 37096 25 37617 24 38138 23 38661 20 39182 19 39703 17 40224 16 40742 19 41261 21 41780 23 42300 24 42820 24 43339 25 43859 24 44379 24 44898 23 45418 22 45938 20 46460 14 46983 9 47507 4 48029 2 48549 2 49069 4 49589 6 50108 7 50628 8 51147 9 51665 11 52184 11 52700 15 53209 25 53729 22 54248 18 54768 18 55289 18 55809 19 56332 19 56856 16 57379 14 57900 13 58423 9 58947 4
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,75573 2 76091 7 76608 12 77128 12 77648 13 78168 15 78688 15 79208 14 79728 13 80248 13 80768 12 81288 11 81810 8
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,62052 6 62569 11 63089 12 63609 13 64129 15 64650 14 65171 13 65691 13 66211 13 66731 14 67252 13 67772 13 68292 13 68812 13 69332 13 69852 14 70372 14 70893 13 71413 13 71934 11 72455 9 72976 8
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,117693 13 118212 15 118731 17 119250 19 119769 20 120289 20 120809 20 121329 20 121850 18 122371 17 122892 14 123413 11 123935 8
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,698 4
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,137461 14 137980 16 138500 18 139020 20 139540 20 140060 20 140580 21 141100 22 141620 23 142140 24 142661 23 143183 21 143703 21 144224 20 144745 19 145266 18 145787 17 146308 16 146829 15 147351 12 147872 9
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,7991 4 8509 7 9028 8 9548 8 10068 8 10588 8 11110 5
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,104718 5 105236 9 105756 10 106275 12 106793 15 107313 15 107832 16 108352 16 108872 15 109392 14 109911 14 110431 14 110950 14 111469 15 111989 15 112509 16 113029 17 113550 17 114071 17 114592 16 115113 15 115634 14 116156 11 116676 10 117198 6
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,163998 5 164517 8 165036 10 165556 11 166075 13 166594 14 167113 15 167632 16 168152 17 168672 18 169192 18 169711 20 170231 21 170751 21 171271 21 171792 19 172313 17 172835 13 173357 9
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,69879 8 70398 10 70916 12 71435 14 71954 15 72473 16 72992 18 73512 18 74032 18 74552 18 75072 18 75592 18 76112 17 76632 17 77152 16 77673 15 78195 11 78716 8
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,122408 4 122917 21 123436 24 123955 26 124475 27 124994 30 125515 28 126035 28 126556 26 127077 23 127598 20 128119 18 128643 7
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,151516 8 152036 9 152555 12 153075 13 153594 15 154114 18 154634 19 155154 21 155675 24 156195 25 156715 26 157236 27 157271 9 157756 28 157789 12 158277 28 158308 13 158798 43 159320 41 159850 31 160372 29 160892 10 160903 18 161413 8 161424 17 161933 7 161944 17 162465 16 162986 15 163507 14 164027 14 164547 14 165068 12 165589 10 166110 7 166634 1
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,86524 12 87042 16 87560 19 88078 22 88597 23 89117 23 89636 24 90156 24 90676 24 91196 24 91717 23 92237 23 92757 23 93277 23 93798 22 94319 20 94841 18 95363 15 95886 14 96412 16 96934 15 97453 17 97973 18 98493 19 99012 20 99532 21 100052 21 100572 21 101092 21 101613 20 102134 19 102655 18 103176 17 103697 16 104218 14 104743 8
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,10605 6 11124 10 11641 15 12161 16 12680 17 13200 18 13720 19 14240 19 14760 19 15279 19 15798 19 16317 19 16838 16 17359 10 17880 8 18402 6 18925 3 19445 7 19964 12 20483 14 21002 16 21520 19 22040 20 22559 20 23079 20 23599 19 24119 18 24639 17 25159 14 25680 11 26201 8
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,46496 3 47015 5 47534 7 48053 10 48573 11 49092 12 49612 13 50132 13 50652 13 51172 14 51691 15 52209 16 52728 16 53247 16 53766 17 54285 18 54804 19 55324 20 55844 21 56364 21 56884 21 57404 21 57925 21 58445 21 58965 21 59487 19 60008 18 60529 16 61052 12 61575 9
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,25178 1 25696 12 26216 14 26736 17 27256 24 27776 25 28296 25 28816 26 29335 27 29853 29 30373 29 30892 30 31412 29 31932 29 32452 29 32971 30 33490 12 33503 17 34009 11 34030 8 34529 9 34553 3 35048 11 35568 12 36088 13 36608 13 37128 13 37648 14 38168 13 38688 13 39208 13 39728 13 40248 13 40768 14 41288 16 41808 16 42329 15 42850 14 43371 12 43892 10 44412 9 44933 7 45454 5
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,134373 10 134891 14 135410 16 135929 22 136448 24 136968 25 137488 25 137525 11 138008 26 138043 14 138529 25 138562 17 139049 25 139080 21 139570 25 139599 22 140091 50 140612 49 141132 49 141652 49 142173 21 142195 26 142693 20 142716 26 143215 18 143237 26 143736 16 143758 27 144256 15 144280 28 144777 13 144801 28 145297 13 145322 28 145818 11 145843 28 146339 10 146364 28 146861 7 146884 28 147382 5 147405 28 147925 28 148445 27 148965 27 149485 27 150006 25 150527 23 151048 22 151569 20 152089 20 152611 16 153133 12 153655 9
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,213 14 731 19 1250 21 1769 23 2289 23 2809 23 3329 23 3849 23 4370 22 4891 21 5412 20 5932 20 6452 20 6972 18 7493 16 8013 15
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,42359 6 42877 11 43397 12 43916 13 44436 13 44956 14 45476 14 45996 15 46516 14 47036 14 47557 12 48077 12 48597 12 49118 10 49640 6 50162 2
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,172366 6 172881 15 173400 17 173918 19 174437 20 174957 20 175477 21 175997 21 176517 21 177036 22 177556 22 178077 22 178597 23 179117 23 179638 22 180159 20 180682 12
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,87620 6 88137 12 88656 14 89175 16 89693 20 90206 27 90722 31 91241 32 91761 32 92280 33 92800 33 93320 33 93840 33 94360 14 94376 17 94881 13 94897 15 95401 12 95420 11 95921 12 95942 7 96441 12 96961 12 97481 12 98001 12 98522 11 99044 8 99566 3
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,766 2 1284 7 1802 11 2322 11 2841 13 3361 14 3881 15 4401 15 4921 15 5441 15 5961 14 6481 13 7001 12 7522 11 8043 9
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,48619 10 49137 13 49654 17 49683 9 50173 20 50202 11 50693 20 50721 12 51213 20 51241 13 51733 20 51761 13 52253 20 52280 14 52773 20 52799 15 53293 21 53318 16 53813 22 53837 17 54333 40 54853 40 55374 39 55895 37 56415 19 56437 14 56935 17 56960 10 57449 22 57481 9 57966 22 58485 14 59004 15 59522 18 60041 20 60069 5 60561 37 61081 41 61601 43 62121 44 62641 45 63161 46 63682 47 64204 45 64725 44 65247 7 65261 28 65784 25 66306 23 66828 20 67349 18 67874 6
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,117773 11 118291 15 118810 20 119329 24 119848 25 120368 26 120886 28 121406 28 121925 29 122445 29 122966 28 123486 28 124007 27 124528 25 125048 25 125569 24 126091 22 126614 19 127136 18 127657 18 128177 19 128697 20 129217 20 129737 20 130257 20 130777 20 131297 20 131817 20 132337 19 132858 18 133378 16 133899 15 134420 14 134941 12 135462 10 135986 2
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,68366 6 68887 5 69410 1
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,156773 3 157289 16 157808 19 158328 20 158848 21 159367 22 159887 22 160406 23 160926 23 161446 23 161966 23 162487 21 163007 18 163528 16 164049 12 164571 6 165094 1
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,71494 2 72013 7 72532 13 73051 15 73570 18 74089 20 74609 20 75129 20 75649 20 76170 20 76692 18 77212 18 77733 17 78253 16 78773 16 79293 16 79814 14 80335 11
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,100626 8 101144 12 101663 14 102181 17 102701 18 103221 20 103741 21 104262 21 104784 21 105305 21 105826 21 106348 20 106869 20 107388 21 107894 35 108412 36 108930 25 108958 8 109449 24 109483 1 109969 24 110489 24 111009 24 111529 25 112049 25 112569 25 113089 25 113609 25 114130 24 114655 18 115178 15 115701 11
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,7027 10 7545 16 8064 17 8582 20 9101 21 9621 21 10140 22 10659 23 11178 23 11698 23 12218 22 12739 18 13261 13 13781 11 14300 9 14820 7 15338 11 15857 13 16377 15 16896 17 17415 19 17442 12 17934 21 17961 13 18453 41 18973 41 19493 41 20013 40 20533 40 21053 40 21573 39 22093 39 22615 16 22641 12 23139 1 23163 11 23685 10 24207 9 24729 8 25249 8 25770 7 26271 1 26291 6 26789 5 26811 6 27307 9 27332 5 27825 11 27851 6 28344 13 28370 10 28863 14 28890 12 29381 17 29409 15 29899 19 29929 16 30418 20 30449 17 30937 21 30969 18 31457 21 31488 20 31977 21 32007 22 32497 22 32526 23 33016 24 33046 24 33536 24 33565 25 34056 25 34084 26 34577 53 35100 50 35624 46 36145 45 36666 43 37187 40 37708 23 37734 12 38229 21 38749 21 39270 20 39790 20 40311 19 40831 19 41351 18 41871 18 42390 17 42909 12 43429 9 43949 8 44468 8 44990 4
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,72558 14 73077 16 73597 19 74117 20 74636 22 75154 24 75673 25 76193 24 76713 21 77233 20 77753 18 78274 12 78796 9
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,160975 1 161493 8 162011 10 162530 12 163049 13 163569 13 164087 16 164606 18 165125 19 165645 19 166165 19 166684 19 167203 20 167722 20 168241 21 168760 22 169279 22 169797 24 170317 23 170835 25 171354 26 171873 27 172393 26 172913 25 173434 23 173955 14 174476 9 174997 7 175519 1
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,176559 1 177078 7 177597 9 178116 16 178634 23 179153 24 179673 24 180193 24 180714 21
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,282 12 798 19 1318 19 1838 19 2359 18 2880 17 3401 16 3921 16 4441 15 4962 13 5482 12 6003 10 6525 5
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,150047 9 150565 12 151085 13 151603 17 152122 19 152642 20 153161 22 153681 23 154201 24 154721 26 155242 25 155762 24 156282 24 156803 22 157325 19 157846 13 158367 8
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,138607 9 139125 13 139643 16 140162 18 140682 19 141202 18 141722 17 142243 15 142765 11
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,92337 12 92855 15 93374 16 93893 17 94413 17 94933 17 95453 17 95972 18 96492 18 97012 18 97532 18 98051 19 98572 17 99093 15 99613 13 100134 11 100659 1
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,15382 2 15897 12 16416 14 16936 14 17457 13 17977 14 18498 12 19019 11 19540 10 20061 8 20582 6
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,4466 10 4983 15 5502 17 6022 20 6541 22 7060 24 7579 26 8099 27 8619 27 9139 27 9660 26 10181 24 10702 22 11224 19 11746 16 12267 14 12791 5
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,66865 16 67383 19 67902 21 68422 21 68942 21 69462 20 69982 18 70503 18 71039 10 71559 12 72077 16 72596 18 73115 19 73634 21 74154 22 74673 23 75191 25 75710 26 76229 27 76749 27 77269 27 77789 27 78310 27 78830 27 79352 26 79873 25 80394 24 80915 23 81436 22 81467 4 81958 20 81983 13 82479 50 83001 50 83528 3 83537 36 84058 36 84577 38 85097 38 85617 38 86134 42 86643 53 87162 55 87682 32 87719 18 88202 29 88241 17 88722 28 88761 16 89242 24 89282 14 89762 21 89802 14 90282 21 90320 14 90802 20 90836 16 91322 20 91355 15 91842 20 91875 14 92362 19 92394 14 92882 19 92914 14 93402 19 93434 14 93922 19 93954 14 94443 17 94473 15 94963 16 94993 15 95485 14 95513 14 96006 12 96033 14 96526 11 96554 13 97047 9 97074 13 97594 13 98114 13 98635 12 99156 10 99678 6 100200 1
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,107943 2 108463 2
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,41911 6 42430 7 42949 8 43469 8 43989 8 44508 9 45028 10 45548 21 46068 22 46588 23 47108 25 47629 24 48149 24 48670 23 49190 23 49712 21 50233 20 50754 19 51274 19 51794 19 52316 17 52837 16 53358 15 53879 12 54401 10 54922 7
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,24753 4 25271 8 25790 15 26309 17 26829 18 27349 20 27870 20 28391 19 28912 18 29433 17 29954 16 30474 16 30996 13 31517 11 32038 9 32561 4
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,137598 6 138115 10 138632 17 139150 20 139670 20 140189 22 140709 22 141229 22 141749 22 142269 22 142790 21 143310 21 143830 20 144351 18 144872 15 145394 11
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,100675 9 100695 6 101194 12 101214 8 101712 14 101732 11 102230 17 102249 16 102750 36 103270 36 103790 36 104310 36 104830 36 105350 36 105871 35 106394 13 106408 18 106917 8 106930 16 107452 14 107973 13 108494 12 109015 10 109535 9 110057 5
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,161522 7 162041 9 162559 12 163078 15 163598 16 164117 17 164637 17 165156 18 165676 18 166195 20 166715 19 167234 20 167754 20 168274 19 168794 17 169314 16 169835 14 170356 11 170878 7
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,178678 3 179195 8 179714 11 180234 12 180755 9
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,126167 11 126685 14 127204 17 127722 20 128241 21 128760 22 129278 24 129798 24 130318 25 130838 25 131358 25 131878 25 132398 24 132918 24 133437 25 133958 24 134478 22 134998 21 135519 18 136045 5
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,320 8 838 12 1359 11 1879 11 2400 9
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,15934 4 16452 8 16971 13 17490 16 18009 19 18529 20 19048 22 19568 22 20089 22 20609 22 21130 21 21650 22 22171 21 22693 18 23215 16 23737 13 24264 4
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,131919 15 132438 17 132956 20 133475 23 133508 1 133994 26 134023 8 134514 40 135033 42 135554 41 136074 20 136097 19 136595 16 136618 18 137116 13 137138 18 137638 8 137658 19 138159 6 138179 18 138676 9 138699 18 139193 11 139219 18 139710 15 139740 16 140226 20 140262 14 140743 24 140783 12 141263 24 141305 10 141782 25 141828 6 142301 26 142349 5 142820 27 142868 7 143339 29 143387 10 143858 30 143907 11 144376 33 144427 12 144895 35 144947 12 145415 34 145467 12 145934 34 145987 10 146454 33 146508 8 146974 31 147030 4 147494 23 148014 22 148533 22 149053 21 149574 19 150094 19 150614 18 151135 16 151659 11 152182 7
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,170903 5 171421 13 171939 16 172458 19 172976 22 173495 24 174014 25 174534 25 175054 25 175574 25 176094 25 176614 25 177135 23 177655 23 178175 23 178696 21 179217 18 179740 13
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,367 16 866 6 883 22 1384 11 1401 25 1903 44 2422 45 2942 45 3462 45 3981 46 4500 47 5019 49 5539 49 6058 22 6081 27 6578 21 6602 26 7098 19 7123 24 7618 18 7643 24 8138 17 8164 22 8658 17 8687 18 9178 17 9211 12 9698 16 9735 5 10218 16 10738 16 11258 16 11778 17 12298 17 12818 17 13338 16 13859 15
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,26869 8 27387 12 27906 14 28425 18 28944 22 29463 24 29983 25 30503 26 31023 25 31543 25 32063 24 32583 23 33103 21 33624 19 34145 16 34666 13 35186 12 35707 9 36228 7 36750 3
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,150150 8 150667 12 151184 16 151699 23 152217 26 152733 31 153247 39 153767 40 154287 41 154807 42 155328 15 155350 20 155849 12 155871 19 156348 5 156370 10 156392 19 156867 8 156889 12 156912 19 157386 11 157407 15 157433 17 157906 11 157927 16 157953 17 158426 10 158446 17 158474 15 158946 9 158966 17 158994 14 159466 9 159486 18 159515 12 159987 8 160006 18 160036 10 160508 7 160526 18 160557 7 161030 8 161042 22 161080 2 161550 34 162070 34 162590 33 163110 32 163630 25 163659 2 164150 22 164670 21 165190 21 165710 21 166230 22 166751 22 167271 23 167792 22 168313 21 168834 20 168872 7 169355 19 169390 10 169875 19 169908 13 170396 18 170426 16 170917 18 170941 21 171442 40 171965 36 172486 34 173006 31 173527 28 174048 24 174569 11 175091 6
